"strain"	"isolate"	"genbank_title"	"length"	"country"	"host"	"date"
"OQ865312.1"	"LACENBA-292775033"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292775033 nonstructural polyprotein-like gene, partial sequence"	11170	"Brazil"	"Homo sapiens"	2022-12-14
"OQ865313.1"	"LACENBA-292887359"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292887359 nonstructural polyprotein-like gene, partial sequence"	11166	"Brazil"	"Homo sapiens"	2023-03-14
"OQ865314.1"	"LACENBA-292870898"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292870898 nonstructural polyprotein-like gene, partial sequence"	11159	"Brazil"	"Homo sapiens"	2023-06-03
"OQ865315.1"	"LACENBA-292874247"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292874247 nonstructural polyprotein-like gene, partial sequence"	11169	"Brazil"	"Homo sapiens"	2023-07-03
"OQ865316.1"	"LACENBA-292860984"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292860984 nonstructural polyprotein-like gene, partial sequence"	11184	"Brazil"	"Homo sapiens"	2023-02-28
"OQ865317.1"	"LACENBA-292836830"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292836830 nonstructural polyprotein-like gene, partial sequence"	11166	"Brazil"	"Homo sapiens"	2023-03-02
"OQ865318.1"	"LACENBA-292885587"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292885587 nonstructural polyprotein-like gene, partial sequence"	11189	"Brazil"	"Homo sapiens"	2023-03-14
"OQ865319.1"	"LACENBA-292875426"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292875426 nonstructural polyprotein-like gene, partial sequence"	11172	"Brazil"	"Homo sapiens"	2023-03-03
"OQ865320.1"	"LACENBA-292817209"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292817209 nonstructural polyprotein-like gene, partial sequence"	11173	"Brazil"	"Homo sapiens"	2023-01-26
"OQ865321.1"	"LACENBA-292823084"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292823084 nonstructural polyprotein-like gene, partial sequence"	11180	"Brazil"	"Homo sapiens"	2023-01-31
"OQ865322.1"	"LACENBA-292818307"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292818307 nonstructural polyprotein-like gene, partial sequence"	11175	"Brazil"	"Homo sapiens"	2023-01-26
"OQ865323.1"	"LACENBA-292842657"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292842657 nonstructural polyprotein-like gene, partial sequence"	11183	"Brazil"	"Homo sapiens"	2023-02-13
"OQ865324.1"	"LACENBA-292865073"	"UNVERIFIED: Chikungunya virus isolate LACENBA-292865073 nonstructural polyprotein-like gene, partial sequence"	11173	"Brazil"	"Homo sapiens"	2023-01-03
"OQ567722.1"	"ARBOPY_barcode92|PY|NB92|2022-04-27"	"Chikungunya virus isolate ARBOPY_barcode92|PY|NB92|2022-04-27, partial genome"	11107	"Paraguay"	"Homo sapiens"	2022-04-27
"OQ567723.1"	"ARBOPY_barcode93|PY|NB93|2022-04-28"	"Chikungunya virus isolate ARBOPY_barcode93|PY|NB93|2022-04-28, partial genome"	11118	"Paraguay"	"Homo sapiens"	2022-04-28
"OQ567724.1"	"ARBOPY_barcode90|PY|NB90|2022-04-24"	"Chikungunya virus isolate ARBOPY_barcode90|PY|NB90|2022-04-24, partial genome"	11114	"Paraguay"	"Homo sapiens"	2022-04-24
"OQ567725.1"	"ARBOPY_barcode89|PY|NB89|2022-04-23"	"Chikungunya virus isolate ARBOPY_barcode89|PY|NB89|2022-04-23, partial genome"	11129	"Paraguay"	"Homo sapiens"	2022-04-23
"OQ567726.1"	"ARBOPY_barcode91|PY|NB91|2022-04-23"	"Chikungunya virus isolate ARBOPY_barcode91|PY|NB91|2022-04-23, partial genome"	11377	"Paraguay"	"Homo sapiens"	2022-04-23
"OQ567727.1"	"ARBOPY_barcode94|PY|NB94|2022-07-28"	"Chikungunya virus isolate ARBOPY_barcode94|PY|NB94|2022-07-28, partial genome"	11147	"Paraguay"	"Homo sapiens"	2022-07-28
"OQ567728.1"	"ARBOPY_barcode95|PY|NB95|2022-07-28"	"Chikungunya virus isolate ARBOPY_barcode95|PY|NB95|2022-07-28, partial genome"	11169	"Paraguay"	"Homo sapiens"	2022-07-28
"OQ775394.1"		"Chikungunya virus strain CHIKVPY_barcode02|PY|NB02|2022-04-06, partial genome"	11365	"Paraguay"	"Homo sapiens"	2022-06-04
"OQ775395.1"		"Chikungunya virus strain CHIKVPY_barcode03|PY|NB03|2022-04-06, partial genome"	11133	"Paraguay"	"Homo sapiens"	2022-06-04
"OQ775396.1"		"Chikungunya virus strain CHIKVPY_barcode05|PY|NB05|2022-04-28, partial genome"	11122	"Paraguay"	"Homo sapiens"	2022-04-28
"OQ775397.1"		"Chikungunya virus strain CHIKVPY_barcode06|PY|NB06|2022-04-30, partial genome"	11436	"Paraguay"	"Homo sapiens"	2022-04-30
"OQ775398.1"		"Chikungunya virus strain CHIKVPY_barcode04|PY|NB04|2022-04-11, partial genome"	11184	"Paraguay"	"Homo sapiens"	2022-11-04
"OQ775399.1"		"Chikungunya virus strain CHIKVPY_barcode10|PY|NB10|2022-05-05, partial genome"	11127	"Paraguay"	"Homo sapiens"	2022-05-05
"OQ775400.1"		"Chikungunya virus strain CHIKVPY_barcode07|PY|NB07|2022-04-29, partial genome"	11121	"Paraguay"	"Homo sapiens"	2022-04-29
"OQ775401.1"		"Chikungunya virus strain CHIKVPY_barcode08|PY|NB08|2022-05-07, partial genome"	11249	"Paraguay"	"Homo sapiens"	2022-07-05
"OQ775402.1"		"Chikungunya virus strain CHIKVPY_barcode09|PY|NB09|2022-05-06, partial genome"	11123	"Paraguay"	"Homo sapiens"	2022-06-05
"OQ775403.1"		"Chikungunya virus strain CHIKVPY_barcode11|PY|NB11|2022-05-14, partial genome"	11422	"Paraguay"	"Homo sapiens"	2022-05-14
"OQ775404.1"		"Chikungunya virus strain CHIKVPY_barcode13|PY|NB13|2022-05-16, partial genome"	11452	"Paraguay"	"Homo sapiens"	2022-05-16
"OQ775405.1"		"Chikungunya virus strain CHIKVPY_barcode15|PY|NB15|2022-05-23, partial genome"	11131	"Paraguay"	"Homo sapiens"	2022-05-23
"OQ775406.1"		"Chikungunya virus strain CHIKVPY_barcode14|PY|NB14|2022-05-20, partial genome"	11115	"Paraguay"	"Homo sapiens"	2022-05-20
"OQ775407.1"		"Chikungunya virus strain CHIKVPY_barcode12|PY|NB12|2022-05-15, partial genome"	11398	"Paraguay"	"Homo sapiens"	2022-05-15
"OQ775408.1"		"Chikungunya virus strain CHIKVPY_barcode16|PY|NB16|2022-05-10, partial genome"	11414	"Paraguay"	"Homo sapiens"	2022-10-05
"OQ775409.1"		"Chikungunya virus strain CHIKVPY_barcode18|PY|NB18|2022-05-29, partial genome"	11130	"Paraguay"	"Homo sapiens"	2022-05-29
"OQ775410.1"		"Chikungunya virus strain CHIKVPY_barcode20|PY|NB20|2022-06-10, partial genome"	11141	"Paraguay"	"Homo sapiens"	2022-10-06
"OQ775411.1"		"Chikungunya virus strain CHIKVPY_barcode19|PY|NB19|2022-06-12, partial genome"	11454	"Paraguay"	"Homo sapiens"	2022-12-06
"OQ775412.1"		"Chikungunya virus strain CHIKVPY_barcode21|PY|NB21|2022-04-27, partial genome"	11436	"Paraguay"	"Homo sapiens"	2022-04-27
"OQ775413.1"		"Chikungunya virus strain CHIKVPY_barcode17|PY|NB17|2022-06-02, partial genome"	11394	"Paraguay"	"Homo sapiens"	2022-02-06
"OQ775414.1"		"Chikungunya virus strain CHIKVPY_barcode23|PY|NB23|2022-05-20, partial genome"	11173	"Paraguay"	"Homo sapiens"	2022-05-20
"OQ775415.1"		"Chikungunya virus strain CHIKVPY_barcode22|PY|NB22|2022-05-06, partial genome"	11191	"Paraguay"	"Homo sapiens"	2022-06-05
"OQ775416.1"		"Chikungunya virus strain CHIKVPY_barcode25|PY|NB25|2022-04-23, partial genome"	11398	"Paraguay"	"Homo sapiens"	2022-04-23
"OQ775417.1"		"Chikungunya virus strain CHIKVPY_barcode26|PY|NB26|2022-04-26, partial genome"	11430	"Paraguay"	"Homo sapiens"	2022-04-26
"OQ775418.1"		"Chikungunya virus strain CHIKVPY_barcode27|PY|NB27|2022-04-27, partial genome"	11402	"Paraguay"	"Homo sapiens"	2022-04-27
"OQ775419.1"		"Chikungunya virus strain CHIKVPY_barcode28|PY|NB28|2022-05-01, partial genome"	11120	"Paraguay"	"Homo sapiens"	2022-01-05
"OQ775420.1"		"Chikungunya virus strain CHIKVPY_barcode29|PY|NB29|2022-05-08, partial genome"	11132	"Paraguay"	"Homo sapiens"	2022-08-05
"OQ775421.1"		"Chikungunya virus strain CHIKVPY_barcode31|PY|NB31|2022-05-16, partial genome"	11520	"Paraguay"	"Homo sapiens"	2022-05-16
"OQ775422.1"		"Chikungunya virus strain CHIKVPY_barcode32|PY|NB32|2022-05-25, partial genome"	11411	"Paraguay"	"Homo sapiens"	2022-05-25
"OQ775423.1"		"Chikungunya virus strain CHIKVPY_barcode30|PY|NB30|2022-05-07, partial genome"	11448	"Paraguay"	"Homo sapiens"	2022-07-05
"OQ775424.1"		"Chikungunya virus strain CHIKVPY_barcode33|PY|NB33|2022-06-01, partial genome"	11421	"Paraguay"	"Homo sapiens"	2022-01-06
"OQ775425.1"		"Chikungunya virus strain CHIKVPY_barcode34|PY|NB34|2022-06-02, partial genome"	11129	"Paraguay"	"Homo sapiens"	2022-02-06
"OQ775426.1"		"Chikungunya virus strain CHIKVPY_barcode35|PY|NB35|2022-04-10, partial genome"	11347	"Paraguay"	"Homo sapiens"	2022-10-04
"OQ775427.1"		"Chikungunya virus strain CHIKVPY_barcode37|PY|NB37|2022-05-12, partial genome"	11148	"Paraguay"	"Homo sapiens"	2022-12-05
"OQ775428.1"		"Chikungunya virus strain CHIKVPY_barcode36|PY|NB36|2022-04-29, partial genome"	11174	"Paraguay"	"Homo sapiens"	2022-04-29
"OQ775429.1"		"Chikungunya virus strain CHIKVPY_barcode38|PY|NB38|2022-05-16, partial genome"	11165	"Paraguay"	"Homo sapiens"	2022-05-16
"OQ775430.1"		"Chikungunya virus strain CHIKVPY_barcode39|PY|NB39|2022-05-23, partial genome"	11418	"Paraguay"	"Homo sapiens"	2022-05-23
"OQ775431.1"		"Chikungunya virus strain PY_CHIKV_barcode01|OBITO|2023-02-28, partial genome"	10704	"Paraguay"	"Homo sapiens"	2023-02-28
"OQ775432.1"		"Chikungunya virus strain CHIKVPY_barcode41|PY|NB41|2022-06-27, partial genome"	11230	"Paraguay"	"Homo sapiens"	2022-06-27
"OQ775433.1"		"Chikungunya virus strain PY_CHIKV_barcode02|UTI|2023-01-05, partial genome"	10866	"Paraguay"	"Homo sapiens"	2023-05-01
"OQ775434.1"		"Chikungunya virus strain CHIKVPY_barcode40|PY|NB40|2022-06-20, partial genome"	11412	"Paraguay"	"Homo sapiens"	2022-06-20
"OQ775435.1"		"Chikungunya virus strain PY_CHIKV_barcode03|OBITO|2023-01-06, partial genome"	11133	"Paraguay"	"Homo sapiens"	2023-06-01
"OQ775436.1"		"Chikungunya virus strain PY_CHIKV_barcode04|OBITO|2023-01-12, partial genome"	11116	"Paraguay"	"Homo sapiens"	2023-12-01
"OQ775437.1"		"Chikungunya virus strain PY_CHIKV_barcode05|OBITO|2023-01-12, partial genome"	11112	"Paraguay"	"Homo sapiens"	2023-12-01
"OQ775438.1"		"Chikungunya virus strain PY_CHIKV_barcode06|OBITO|2023-01-13, partial genome"	11164	"Paraguay"	"Homo sapiens"	2023-01-13
"OQ775439.1"		"Chikungunya virus strain PY_CHIKV_barcode07|OBITO|2023-01-18, partial genome"	11149	"Paraguay"	"Homo sapiens"	2023-01-18
"OQ775440.1"		"Chikungunya virus strain PY_CHIKV_barcode09|UTI|2023-01-19, partial genome"	11172	"Paraguay"	"Homo sapiens"	2023-01-19
"OQ775441.1"		"Chikungunya virus strain PY_CHIKV_barcode08|OBITO|2023-01-18, partial genome"	11126	"Paraguay"	"Homo sapiens"	2023-01-18
"OQ775442.1"		"Chikungunya virus strain PY_CHIKV_barcode11|UTI|2023-01-19, partial genome"	11137	"Paraguay"	"Homo sapiens"	2023-01-19
"OQ775443.1"		"Chikungunya virus strain PY_CHIKV_barcode13|AMBULATORIO|2023-01-24, partial genome"	11209	"Paraguay"	"Homo sapiens"	2023-01-24
"OQ775444.1"		"Chikungunya virus strain PY_CHIKV_barcode12|AMBULATORIO|2023-01-24, partial genome"	11148	"Paraguay"	"Homo sapiens"	2023-01-24
"OQ775445.1"		"Chikungunya virus strain PY_CHIKV_barcode14|OBITO|2023-01-18, partial genome"	10705	"Paraguay"	"Homo sapiens"	2023-01-18
"OQ775446.1"		"Chikungunya virus strain PY_CHIKV_barcode18|OBITO|2023-01-25, partial genome"	11132	"Paraguay"	"Homo sapiens"	2023-01-25
"OQ775448.1"		"Chikungunya virus strain PY_CHIKV_barcode21|OBITO|2023-01-29, partial genome"	11167	"Paraguay"	"Homo sapiens"	2023-01-29
"OQ775449.1"		"Chikungunya virus strain PY_CHIKV_barcode22|OBITO|2023-01-30, partial genome"	11147	"Paraguay"	"Homo sapiens"	2023-01-30
"OQ775450.1"		"Chikungunya virus strain PY_CHIKV_barcode19|UTI|2023-01-28, partial genome"	10669	"Paraguay"	"Homo sapiens"	2023-01-28
"OQ775451.1"		"Chikungunya virus strain PY_CHIKV_barcode23|UTI|2023-01-25, partial genome"	11127	"Paraguay"	"Homo sapiens"	2023-01-25
"OQ775452.1"		"Chikungunya virus strain PY_CHIKV_barcode25|OBITO|2023-01-31, partial genome"	11171	"Paraguay"	"Homo sapiens"	2023-01-31
"OQ775453.1"		"Chikungunya virus strain PY_CHIKV_barcode26|OBITO|2023-01-31, partial genome"	11275	"Paraguay"	"Homo sapiens"	2023-01-31
"OQ775455.1"		"Chikungunya virus strain PY_CHIKV_barcode29|UTI|2023-02-04, partial genome"	11156	"Paraguay"	"Homo sapiens"	2023-04-02
"OQ775456.1"		"Chikungunya virus strain PY_CHIKV_barcode30|OBITO|2023-02-03, partial genome"	11137	"Paraguay"	"Homo sapiens"	2023-03-02
"OQ775457.1"		"Chikungunya virus strain PY_CHIKV_barcode32|UTI|2023-02-05, partial genome"	11127	"Paraguay"	"Homo sapiens"	2023-05-02
"OQ775458.1"		"Chikungunya virus strain PY_CHIKV_barcode31|OBITO|2023-02-04, partial genome"	11146	"Paraguay"	"Homo sapiens"	2023-04-02
"OQ775459.1"		"Chikungunya virus strain PY_CHIKV_barcode36|UTI|2023-02-06, partial genome"	11147	"Paraguay"	"Homo sapiens"	2023-06-02
"OQ775460.1"		"Chikungunya virus strain PY_CHIKV_barcode34|OBITO|2023-02-08, partial genome"	11125	"Paraguay"	"Homo sapiens"	2023-08-02
"OQ775461.1"		"Chikungunya virus strain PY_CHIKV_barcode35|OBITO|2023-01-28, partial genome"	11150	"Paraguay"	"Homo sapiens"	2023-01-28
"OQ775462.1"		"Chikungunya virus strain PY_CHIKV_barcode38|OBITO|2023-02-10, partial genome"	11167	"Paraguay"	"Homo sapiens"	2023-10-02
"OQ775463.1"		"Chikungunya virus strain PY_CHIKV_barcode37|OBITO|2023-02-08, partial genome"	11184	"Paraguay"	"Homo sapiens"	2023-08-02
"OQ775464.1"		"Chikungunya virus strain PY_CHIKV_barcode43|OBITO|2023-02-11, partial genome"	11140	"Paraguay"	"Homo sapiens"	2023-11-02
"OQ775465.1"		"Chikungunya virus strain PY_CHIKV_barcode42|OBITO|2023-02-11, partial genome"	11166	"Paraguay"	"Homo sapiens"	2023-11-02
"OQ775466.1"		"Chikungunya virus strain PY_CHIKV_barcode39|UTI|2023-02-09, partial genome"	10706	"Paraguay"	"Homo sapiens"	2023-09-02
"OQ775467.1"		"Chikungunya virus strain PY_CHIKV_barcode44|OBITO|2023-02-15, partial genome"	11120	"Paraguay"	"Homo sapiens"	2023-02-15
"OQ775468.1"		"Chikungunya virus strain PY_CHIKV_barcode46|UTI|2023-02-16, partial genome"	11110	"Paraguay"	"Homo sapiens"	2023-02-16
"OQ775469.1"		"Chikungunya virus strain PY_CHIKV_barcode48|UTI|2023-02-15, partial genome"	11182	"Paraguay"	"Homo sapiens"	2023-02-15
"OQ775470.1"		"Chikungunya virus strain PY_CHIKV_barcode50|OBITO|2023-01-18, partial genome"	11153	"Paraguay"	"Homo sapiens"	2023-01-18
"OQ775471.1"		"Chikungunya virus strain PY_CHIKV_barcode47|UTI|2023-02-16, partial genome"	11121	"Paraguay"	"Homo sapiens"	2023-02-16
"OQ775472.1"		"Chikungunya virus strain PY_CHIKV_barcode51|OBITO|2023-01-19, partial genome"	11211	"Paraguay"	"Homo sapiens"	2023-01-19
"OQ775473.1"		"Chikungunya virus strain PY_CHIKV_barcode52|UTI|2023-01-31, partial genome"	11134	"Paraguay"	"Homo sapiens"	2023-01-31
"OQ775474.1"		"Chikungunya virus strain PY_CHIKV_barcode54|OBITO|2023-01-28, partial genome"	11121	"Paraguay"	"Homo sapiens"	2023-01-28
"OQ775475.1"		"Chikungunya virus strain PY_CHIKV_barcode53|UTI|2023-02-02, partial genome"	10650	"Paraguay"	"Homo sapiens"	2023-02-02
"OQ775476.1"		"Chikungunya virus strain PY_CHIKV_barcode55|UTI|2023-02-03, partial genome"	10705	"Paraguay"	"Homo sapiens"	2023-03-02
"OQ775477.1"		"Chikungunya virus strain PY_CHIKV_barcode56|UTI|2023-02-08, partial genome"	10704	"Paraguay"	"Homo sapiens"	2023-08-02
"OQ775478.1"		"Chikungunya virus strain PY_CHIKV_barcode57|UTI|2023-02-10, partial genome"	11174	"Paraguay"	"Homo sapiens"	2023-10-02
"OQ775479.1"		"Chikungunya virus strain PY_CHIKV_barcode59|OBITO|2023-02-14, partial genome"	11099	"Paraguay"	"Homo sapiens"	2023-02-14
"OQ775481.1"		"Chikungunya virus strain PY_CHIKV_barcode60|UTI|2023-02-20, partial genome"	10708	"Paraguay"	"Homo sapiens"	2023-02-20
"OQ775483.1"		"Chikungunya virus strain PY_CHIKV_barcode62|AMBULATORIO|2023-02-24, partial genome"	11154	"Paraguay"	"Homo sapiens"	2023-02-24
"OQ775485.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode02|AMBULATORIO|2023-01-19, partial genome"	11249	"Paraguay"	"Homo sapiens"	2023-01-19
"OQ775486.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode03|INTERNADO|2023-01-13, partial genome"	11163	"Paraguay"	"Homo sapiens"	2023-01-13
"OQ775487.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode04|AMBULATORIO|2023-01-21, partial genome"	11112	"Paraguay"	"Homo sapiens"	2023-01-21
"OQ775488.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode05|AMBULATORIO|2023-01-23, partial genome"	11121	"Paraguay"	"Homo sapiens"	2023-01-23
"OQ775489.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode06|AMBULATORIO|2023-01-23, partial genome"	11162	"Paraguay"	"Homo sapiens"	2023-01-23
"OQ775490.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode08|AMBULATORIO|2023-01-24, partial genome"	11157	"Paraguay"	"Homo sapiens"	2023-01-24
"OQ775491.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode07|AMBULATORIO|2023-01-23, partial genome"	11157	"Paraguay"	"Homo sapiens"	2023-01-23
"OQ775492.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode09|AMBULATORIO|2023-01-28, partial genome"	11164	"Paraguay"	"Homo sapiens"	2023-01-28
"OQ775493.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode13|AMBULATORIO|2023-02-05, partial genome"	11154	"Paraguay"	"Homo sapiens"	2023-05-02
"OQ775494.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode10|AMBULATORIO|2023-01-28, partial genome"	11156	"Paraguay"	"Homo sapiens"	2023-01-28
"OQ775495.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode11|AMBULATORIO|2023-02-05, partial genome"	11147	"Paraguay"	"Homo sapiens"	2023-05-02
"OQ775496.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode12|AMBULATORIO|2023-02-05, partial genome"	11159	"Paraguay"	"Homo sapiens"	2023-05-02
"OQ775497.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode15|AMBULATORIO|2023-02-13, partial genome"	11128	"Paraguay"	"Homo sapiens"	2023-02-13
"OQ775498.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode14|AMBULATORIO|2023-02-05, partial genome"	11162	"Paraguay"	"Homo sapiens"	2023-05-02
"OQ775499.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode16|AMBULATORIO|2023-02-15, partial genome"	11151	"Paraguay"	"Homo sapiens"	2023-02-15
"OQ775501.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode19|AMBULATORIO|2023-02-25, partial genome"	11140	"Paraguay"	"Homo sapiens"	2023-02-25
"OQ775502.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode20|AMBULATORIO|2023-02-26, partial genome"	10972	"Paraguay"	"Homo sapiens"	2023-02-26
"OQ775503.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode22|AMBULATORIO|2023-02-27, partial genome"	11140	"Paraguay"	"Homo sapiens"	2023-02-27
"OQ775504.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode21|AMBULATORIO|2023-02-26, partial genome"	11145	"Paraguay"	"Homo sapiens"	2023-02-26
"OQ775505.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode24|AMBULATORIO|2023-02-28, partial genome"	11237	"Paraguay"	"Homo sapiens"	2023-02-28
"OQ775506.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode23|AMBULATORIO|2023-03-01, partial genome"	11161	"Paraguay"	"Homo sapiens"	2023-01-03
"OQ775507.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode25|AMBULATORIO|2023-02-28, partial genome"	11130	"Paraguay"	"Homo sapiens"	2023-02-28
"OQ775508.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode26|AMBULATORIO|2023-02-28, partial genome"	11157	"Paraguay"	"Homo sapiens"	2023-02-28
"OQ775509.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode28|AMBULATORIO|2023-03-02, partial genome"	11139	"Paraguay"	"Homo sapiens"	2023-02-03
"OQ775510.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode27|AMBULATORIO|2023-03-02, partial genome"	11160	"Paraguay"	"Homo sapiens"	2023-02-03
"OQ775511.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode29|AMBULATORIO|2023-03-02, partial genome"	11159	"Paraguay"	"Homo sapiens"	2023-02-03
"OQ775512.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode30|AMBULATORIO|2023-03-01, partial genome"	11139	"Paraguay"	"Homo sapiens"	2023-01-03
"OQ775513.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode32|AMBULATORIO|2023-02-28, partial genome"	11159	"Paraguay"	"Homo sapiens"	2023-02-28
"OQ775514.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode34|AMBULATORIO|2023-03-04, partial genome"	10883	"Paraguay"	"Homo sapiens"	2023-04-03
"OQ775515.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode31|AMBULATORIO|2023-03-01, partial genome"	11143	"Paraguay"	"Homo sapiens"	2023-01-03
"OQ775516.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode35|AMBULATORIO|2023-03-04, partial genome"	11136	"Paraguay"	"Homo sapiens"	2023-04-03
"OQ775517.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode36|AMBULATORIO|2023-03-06, partial genome"	11167	"Paraguay"	"Homo sapiens"	2023-06-03
"OQ775518.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode37|AMBULATORIO|2023-03-09, partial genome"	11167	"Paraguay"	"Homo sapiens"	2023-09-03
"OQ775519.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode39|AMBULATORIO|2023-03-07, partial genome"	10970	"Paraguay"	"Homo sapiens"	2023-07-03
"OQ775520.1"		"Chikungunya virus strain PY_CHIKV_L2_barcode38|AMBULATORIO|2023-03-09, partial genome"	11152	"Paraguay"	"Homo sapiens"	2023-09-03
